"","exp_beta","weibull_beta","cox_beta","dist","gamma","n"
"51",-0.341857036259744,-0.515837870023916,-0.481049748208889,"weibull",2,100
"52",-0.469490451189345,-0.608848067614884,-0.599478137629567,"weibull",2,100
"53",-0.469213484706435,-0.663491574665377,-0.686183521420711,"weibull",2,100
"54",-0.476918542947541,-0.609018253742323,-0.612528036024719,"weibull",2,100
"55",-0.426089713482398,-0.621833418082398,-0.626755982526465,"weibull",2,100
"56",-0.696455232732314,-1.00109340560099,-0.943565842485011,"weibull",2,100
"57",-0.420361665702572,-0.566846748131505,-0.539006142095871,"weibull",2,100
"58",-0.166860729190532,-0.263491941919007,-0.247809122553688,"weibull",2,100
"59",-0.290691535959715,-0.444264737400444,-0.432012913125304,"weibull",2,100
"60",-0.36809511408049,-0.583080859169537,-0.576844632541072,"weibull",2,100
"61",-0.12541192419905,-0.162921908573808,-0.142999737245884,"weibull",2,100
"62",-0.0486275179053262,-0.0987070866307903,-0.0947451966651961,"weibull",2,100
"63",-0.276074292888132,-0.329510667585135,-0.355402218246775,"weibull",2,100
"64",-0.396160446681228,-0.616687249214352,-0.586785901394574,"weibull",2,100
"65",-0.257272821608387,-0.362560506376476,-0.373541026000942,"weibull",2,100
"66",-0.563214312389079,-0.79749632512291,-0.750297303252464,"weibull",2,100
"67",-0.195118760438582,-0.309070252778967,-0.296474189280375,"weibull",2,100
"68",-0.35964270537203,-0.468342067927653,-0.481134733955106,"weibull",2,100
"69",-0.142336790553401,-0.289941806873072,-0.251046897060415,"weibull",2,100
"70",-0.487241776395844,-0.721955854868707,-0.677334936084626,"weibull",2,100
"71",-0.242926731129666,-0.344402110577888,-0.328001549919716,"weibull",2,100
"72",-0.335770376931692,-0.456988061948705,-0.44959941859427,"weibull",2,100
"73",-0.453464699474682,-0.611740065714726,-0.597631815565681,"weibull",2,100
"74",-0.233315068153366,-0.338464640073049,-0.314289111307953,"weibull",2,100
"75",-0.27204194980588,-0.383668571298321,-0.379309128666194,"weibull",2,100
"76",-0.322863219004014,-0.452154040605053,-0.477697159429722,"weibull",2,100
"77",-0.253728097512597,-0.344988112322731,-0.359295516320172,"weibull",2,100
"78",-0.234750758564448,-0.325585014535339,-0.293844469995508,"weibull",2,100
"79",-0.59359324457937,-0.824846816705468,-0.836466332686886,"weibull",2,100
"80",-0.457721223668515,-0.642063837957786,-0.629674010462311,"weibull",2,100
"81",-0.0618098409240836,-0.0342994045464257,-0.022772198945888,"weibull",2,100
"82",-0.484178678665908,-0.678224102626428,-0.652033623473524,"weibull",2,100
"83",-0.263672126415405,-0.377363797297264,-0.381632452952002,"weibull",2,100
"84",-0.118938949592881,-0.200475814839448,-0.205136243279184,"weibull",2,100
"85",-0.321160879660042,-0.516336056892807,-0.520029047799319,"weibull",2,100
"86",-0.573171539830884,-0.730673704254012,-0.710714823853369,"weibull",2,100
"87",-0.159591951503383,-0.202882252226777,-0.183890858070236,"weibull",2,100
"88",-0.466319952733759,-0.607542044761065,-0.593084219987754,"weibull",2,100
"89",-0.236364114048815,-0.429560950497294,-0.438302863745563,"weibull",2,100
"90",-0.42434760858663,-0.64199158644046,-0.664786800256506,"weibull",2,100
"91",-0.283198135605548,-0.391621413033984,-0.388207294796956,"weibull",2,100
"92",-0.349038643173574,-0.483161733582191,-0.493067537025938,"weibull",2,100
"93",-0.197434711409939,-0.259152636452471,-0.270043277623505,"weibull",2,100
"94",-0.533614739139412,-0.724801567081695,-0.706013350587474,"weibull",2,100
"95",-0.572667543804036,-0.852584655790552,-0.887902887459222,"weibull",2,100
"96",-0.248832258066047,-0.393302241709389,-0.391059163176786,"weibull",2,100
"97",-0.188263676999541,-0.276139915709108,-0.26349440235504,"weibull",2,100
"98",-0.266559756292397,-0.355720546562253,-0.307765713140433,"weibull",2,100
"99",-0.528773147764211,-0.676778467720829,-0.668052021498897,"weibull",2,100
"100",-0.198222915679064,-0.291699390443956,-0.276032305255085,"weibull",2,100
"101",-0.410110017300326,-0.660842473676042,-0.632401624613101,"weibull",2,100
"102",-0.333962551030149,-0.46173411740005,-0.454707814826138,"weibull",2,100
"103",-0.387780767931658,-0.495250282533199,-0.501261768561404,"weibull",2,100
"104",-0.4797437327042,-0.690208595478497,-0.631907476282769,"weibull",2,100
"105",-0.347449532897229,-0.462565982521376,-0.470616533713034,"weibull",2,100
"106",-0.464908119234739,-0.63149482240923,-0.619284951928451,"weibull",2,100
"107",-0.522368483888706,-0.730337065751379,-0.671925755921246,"weibull",2,100
"108",-0.48905790833373,-0.705200356783837,-0.694979282510088,"weibull",2,100
"109",-0.64924274424466,-0.896449356743276,-0.914362186222522,"weibull",2,100
"110",-0.248670187760918,-0.359458348118561,-0.367557527448617,"weibull",2,100
"111",-0.21305120063829,-0.324966852352346,-0.292088164435522,"weibull",2,100
"112",-0.136597290595807,-0.222937711998165,-0.241282455940019,"weibull",2,100
"113",-0.411987924710867,-0.584706580377691,-0.601751157208902,"weibull",2,100
"114",-0.434336626057414,-0.562046947558637,-0.579005026158459,"weibull",2,100
"115",-0.378750627223566,-0.526812072151076,-0.522504380690876,"weibull",2,100
"116",-0.248501744155875,-0.338926082887378,-0.331396521344807,"weibull",2,100
"117",-0.28514599660541,-0.416204588719715,-0.413658921164838,"weibull",2,100
"118",-0.581456316449776,-0.860082412093178,-0.842722988077649,"weibull",2,100
"119",-0.452437224299709,-0.620910587401048,-0.605514645148886,"weibull",2,100
"120",-0.40348626110349,-0.513689495713009,-0.514551649433912,"weibull",2,100
"121",-0.468182461746727,-0.619672551147432,-0.600234107787154,"weibull",2,100
"122",-0.18250457856324,-0.250796801506299,-0.255319623240559,"weibull",2,100
"123",-0.260128217069707,-0.305768423743349,-0.294335280206346,"weibull",2,100
"124",-0.327951863686076,-0.501268749217109,-0.472629586530508,"weibull",2,100
"125",-0.450082416537486,-0.629553339144951,-0.626795006042232,"weibull",2,100
"126",-0.225406687753065,-0.33507436276768,-0.313017367061852,"weibull",2,100
"127",-0.493433532806851,-0.760146116225646,-0.758446792928053,"weibull",2,100
"128",-0.416758210255172,-0.55903566126498,-0.569928590768241,"weibull",2,100
"129",-0.421112220378199,-0.679646378117575,-0.677125111629221,"weibull",2,100
"130",-0.457376324431435,-0.701411503376594,-0.692477279350086,"weibull",2,100
"131",-0.722582992834687,-0.939864306749255,-0.925433574833396,"weibull",2,100
"132",-0.43141218610369,-0.572386052566471,-0.60267470969494,"weibull",2,100
"133",-0.116340297536772,-0.187222725292149,-0.200198367998352,"weibull",2,100
"134",-0.292913753606886,-0.468994327111172,-0.453775305015864,"weibull",2,100
"135",-0.0646413323479019,-0.12350705184027,-0.119732823417137,"weibull",2,100
"136",-0.199133461247018,-0.295208246553831,-0.278867985737862,"weibull",2,100
"137",-0.442725795029256,-0.583174810627156,-0.577809326136306,"weibull",2,100
"138",-0.407389576575713,-0.537993897353778,-0.518209619268324,"weibull",2,100
"139",-0.410936088201945,-0.640856157224251,-0.611318135637913,"weibull",2,100
"140",-0.603294820168078,-0.794929114761853,-0.776965463915652,"weibull",2,100
"141",-0.383433906345589,-0.540385167969686,-0.516044174878578,"weibull",2,100
"142",-0.269312248109526,-0.417494390960909,-0.422175417865134,"weibull",2,100
"143",-0.267990409396727,-0.352907154305751,-0.346381390962883,"weibull",2,100
"144",-0.642283940736647,-0.896502663783623,-0.867090129677459,"weibull",2,100
"145",-0.315395963317728,-0.411453868509761,-0.415503915796325,"weibull",2,100
"146",-0.454168550764408,-0.626942553774523,-0.646636710945465,"weibull",2,100
"147",-0.700696357814407,-1.08240543630472,-1.07286295178711,"weibull",2,100
"148",-0.348155653978963,-0.433117764083584,-0.451462803680285,"weibull",2,100
"149",-0.469277380230553,-0.720769161234951,-0.711634064825792,"weibull",2,100
"150",-0.117394351179491,-0.189052080719854,-0.173945740233707,"weibull",2,100
"151",-0.34399866668506,-0.464148332686256,-0.458377141238632,"weibull",2,100
"152",-0.235200364912503,-0.399392429336802,-0.359733195302651,"weibull",2,100
"153",-0.335881213307294,-0.487424840612575,-0.457278194302472,"weibull",2,100
"154",-0.360307886711764,-0.436530679412989,-0.421667895733252,"weibull",2,100
"155",-0.205860397413859,-0.35297017908457,-0.363345716008574,"weibull",2,100
"156",-0.436589182491657,-0.628451648838335,-0.627589360120361,"weibull",2,100
"157",-0.290607119183412,-0.375228928579901,-0.354126804149169,"weibull",2,100
"158",-0.63377660562654,-1.02288905539617,-1.04594712197629,"weibull",2,100
"159",-0.0281935273250507,-0.0405604836180884,-0.0266125799665575,"weibull",2,100
"160",-0.309147431191503,-0.48952892324191,-0.477718492523351,"weibull",2,100
"161",-0.173215741883818,-0.208510725639165,-0.185344562399358,"weibull",2,100
"162",-0.346715068853718,-0.492373602179466,-0.470235203036902,"weibull",2,100
"163",-0.487556101429887,-0.684043506539848,-0.694110571897726,"weibull",2,100
"164",-0.606645937237852,-0.811507549075293,-0.790390923785117,"weibull",2,100
"165",-0.4885676478202,-0.754066686967431,-0.713771777249627,"weibull",2,100
"166",-0.375491093025933,-0.562614306981984,-0.561539678616738,"weibull",2,100
"167",-0.585271307226185,-0.884256853830599,-0.874310152727226,"weibull",2,100
"168",-0.274967973923237,-0.463015210227988,-0.445926412287357,"weibull",2,100
"169",-0.598471204499745,-0.849738266282889,-0.853208698235902,"weibull",2,100
"170",-0.370869389445457,-0.555958178497972,-0.54185485423185,"weibull",2,100
"171",-0.186210355444552,-0.267594893377749,-0.287445272061318,"weibull",2,100
"172",-0.301361041565314,-0.420255994166569,-0.421084274958955,"weibull",2,100
"173",-0.581059141934874,-0.922104622218309,-0.893570132385036,"weibull",2,100
"174",-0.0863432606806028,-0.163730463799932,-0.17865270871255,"weibull",2,100
"175",-0.195868111105423,-0.292432595899572,-0.285552563987143,"weibull",2,100
"176",-0.284448560353331,-0.423277626090306,-0.433999471926066,"weibull",2,100
"177",-0.468539403162804,-0.670785398684615,-0.653078608711795,"weibull",2,100
"178",-0.32012432981661,-0.447517925629683,-0.458434569863159,"weibull",2,100
"179",-0.0846981504016508,-0.104077067574338,-0.0968318131655447,"weibull",2,100
"180",-0.485071246902964,-0.641768102429304,-0.637404108625583,"weibull",2,100
"181",-0.458132503613298,-0.63439220509744,-0.635636399314845,"weibull",2,100
"182",-0.242673641818595,-0.44346707388409,-0.45501887945655,"weibull",2,100
"183",-0.319033317105074,-0.431507770709286,-0.414769225129779,"weibull",2,100
"184",-0.427802728999143,-0.617317566494279,-0.600923579423677,"weibull",2,100
"185",-0.248198449768519,-0.309919054445748,-0.328658485298585,"weibull",2,100
"186",-0.45951610323652,-0.55318158182601,-0.545088681815077,"weibull",2,100
"187",-0.516858460650687,-0.694481418335429,-0.664090278864797,"weibull",2,100
"188",-0.409406517181339,-0.576344682748058,-0.602634967320811,"weibull",2,100
"189",-0.447407122993336,-0.668058120716329,-0.659655249748265,"weibull",2,100
